1.006369999999999987e+00 1.467324600000000106e-15 8.374735999999999963e-17
1.010250000000000092e+00 1.620171999999999893e-15 2.808980599999999686e-17
1.014140000000000041e+00 1.854822599999999959e-15 4.093738600000000287e-17
1.018040000000000056e+00 2.162825800000000049e-15 1.707369199999999958e-17
1.021959999999999980e+00 2.174019800000000207e-15 8.463940000000000278e-17
1.025889999999999969e+00 2.552353799999999858e-15 4.683627600000000030e-17
1.029840000000000089e+00 2.643297800000000178e-15 1.301612799999999952e-16
1.033789999999999987e+00 2.586301200000000020e-15 1.154460999999999946e-16
1.037760000000000016e+00 2.954259000000000187e-15 9.400582000000001121e-17
1.041740000000000110e+00 3.079921799999999835e-15 1.481186599999999985e-16
1.045730000000000048e+00 3.170825200000000365e-15 9.085178000000001193e-17
1.049730000000000052e+00 3.349616000000000509e-15 1.403298400000000086e-16
1.053739999999999899e+00 3.506697400000000040e-15 1.584014800000000247e-16
1.057770000000000099e+00 3.661464600000000099e-15 9.114758000000000384e-17
1.061800000000000077e+00 3.829148399999999805e-15 1.259110400000000187e-16
1.065849999999999964e+00 3.835018000000000108e-15 3.246028000000000027e-17
1.069909999999999917e+00 4.090183200000000739e-15 7.699152000000000461e-17
1.073970000000000091e+00 4.143607000000000043e-15 1.831953200000000034e-16
1.078049999999999953e+00 4.234794600000000286e-15 1.436822400000000155e-16
1.082140000000000102e+00 4.202001400000000580e-15 1.400827599999999965e-16
1.086230000000000029e+00 4.004621599999999692e-15 1.278169200000000115e-16
1.090340000000000087e+00 3.638780800000000186e-15 1.125901800000000133e-16
1.094449999999999923e+00 2.757963800000000452e-15 7.163348000000000689e-17
1.098579999999999890e+00 1.951323000000000173e-15 1.623153200000000220e-16
1.102710000000000079e+00 1.579021000000000183e-15 5.301640800000000005e-17
1.106849999999999890e+00 1.023004000000000126e-15 4.847361600000000518e-17
1.110999999999999988e+00 8.246614000000001162e-16 1.191435999999999983e-17
1.115150000000000086e+00 5.139321999999999500e-16 6.000158000000000024e-17
1.119320000000000093e+00 3.785717999999999780e-16 7.563142000000001136e-17
1.123490000000000100e+00 5.047821200000000030e-16 6.788958000000000634e-17
1.127669999999999950e+00 5.526866400000000268e-16 2.179257200000000046e-17
1.131860000000000088e+00 5.467178600000000276e-16 6.562932000000000509e-17
1.136050000000000004e+00 5.195808200000000043e-16 5.281387200000000348e-17
1.140249999999999986e+00 5.577993400000000319e-16 1.462562799999999886e-17
1.144460000000000033e+00 4.871002400000000227e-16 2.899199599999999683e-17
1.148670000000000080e+00 3.864841600000000603e-16 8.655166000000000557e-17
1.152889999999999970e+00 3.121838400000000249e-16 3.181114400000000179e-17
1.157119999999999926e+00 3.137109800000000440e-16 4.140823000000000203e-17
1.161350000000000104e+00 3.584237600000000274e-16 4.194989199999999976e-17
1.165589999999999904e+00 3.198027199999999934e-16 3.280601800000000293e-17
1.169829999999999925e+00 4.209117999999999916e-16 1.011827400000000114e-16
1.174080000000000013e+00 4.755924599999999546e-16 5.259306599999999908e-17
1.178330000000000100e+00 6.185236000000000820e-16 3.068710400000000172e-17
1.182590000000000030e+00 7.176688000000000034e-16 2.103138000000000095e-17
1.186860000000000026e+00 9.236267999999999670e-16 2.816079799999999984e-17
1.191119999999999957e+00 1.094460000000000039e-15 7.781802000000001173e-17
1.195389999999999953e+00 1.262834000000000120e-15 7.544872000000000693e-17
1.199670000000000014e+00 1.599547200000000039e-15 3.737659200000000268e-17
1.203950000000000076e+00 1.928703000000000212e-15 1.510917400000000129e-16
1.208229999999999915e+00 2.352932400000000116e-15 7.793981999999999825e-17
1.212520000000000042e+00 2.416552600000000116e-15 8.117506000000000908e-17
1.216809999999999947e+00 2.678608200000000279e-15 1.334788800000000060e-16
1.221100000000000074e+00 3.042825000000000293e-15 5.890886000000000041e-17
1.225400000000000045e+00 3.383633000000000367e-15 1.175358399999999926e-16
1.229689999999999950e+00 3.866059600000000419e-15 1.492119600000000049e-16
1.233989999999999920e+00 4.199205800000000610e-15 1.136347600000000152e-16
1.238299999999999956e+00 4.326701399999999628e-15 5.385880000000000804e-17
1.242599999999999927e+00 4.755286599999999831e-15 8.073890000000000724e-17
1.246909999999999963e+00 5.168530800000000244e-15 1.977759399999999975e-16
1.251219999999999999e+00 5.348249600000000942e-15 8.671754000000000611e-17
1.255530000000000035e+00 5.787066000000000308e-15 9.380630000000000289e-17
1.259840000000000071e+00 6.108153999999999738e-15 1.458873999999999900e-16
1.264159999999999950e+00 6.428894000000000292e-15 1.316861000000000130e-16
1.268469999999999986e+00 6.364745999999999866e-15 1.362118400000000124e-16
1.272790000000000088e+00 6.358134000000000696e-15 2.007362600000000166e-16
1.277099999999999902e+00 6.359642000000000562e-15 1.191940600000000284e-16
1.281420000000000003e+00 5.503689600000000171e-15 6.906988000000000306e-17
1.285740000000000105e+00 5.408906000000000490e-15 1.508029000000000005e-16
1.290059999999999985e+00 4.963959000000000480e-15 1.757255000000000192e-16
1.294370000000000021e+00 4.658641200000000085e-15 7.503750000000000151e-17
1.298689999999999900e+00 4.302724199999999867e-15 1.571457799999999952e-16
1.303010000000000002e+00 3.704958800000000371e-15 1.799745800000000320e-16
1.307330000000000103e+00 3.353792000000000047e-15 1.048147000000000128e-16
1.311649999999999983e+00 2.997155799999999941e-15 7.503750000000000151e-17
1.315960000000000019e+00 2.780520000000000067e-15 4.712853800000000304e-17
1.320279999999999898e+00 2.394837400000000153e-15 1.286138400000000071e-16
1.324589999999999934e+00 1.798406000000000296e-15 7.659190000000000612e-17
1.328910000000000036e+00 1.297982000000000075e-15 6.378376000000001134e-17
1.333220000000000072e+00 7.638947999999999976e-16 6.171490000000001356e-17
1.337530000000000108e+00 2.833624800000000302e-16 1.640083400000000170e-17
1.341839999999999922e+00 1.184429600000000171e-16 4.628225999999999704e-17
1.346149999999999958e+00 1.112509600000000079e-16 1.435082400000000286e-17
1.354759999999999964e+00 4.247322600000000255e-17 9.505040000000000385e-18
1.363359999999999905e+00 3.626276000000000502e-17 1.004722399999999996e-16
1.367660000000000098e+00 2.755533600000000096e-17 6.176884000000000266e-17
1.371950000000000003e+00 1.036744199999999969e-16 9.570579999999999806e-17
1.384830000000000005e+00 4.049623800000000175e-17 8.284140000000001281e-17
1.393389999999999906e+00 7.314844000000000025e-17 8.822902000000000972e-17
1.397669999999999968e+00 1.621465400000000136e-17 6.842550000000000618e-17
1.410490000000000022e+00 3.080699000000000127e-17 7.298372000000000041e-17
1.427519999999999900e+00 3.177506799999999995e-17 3.030639199999999850e-17
1.431769999999999987e+00 1.747302200000000098e-17 3.380361800000000138e-17
1.436020000000000074e+00 9.758326000000001704e-17 3.831729400000000472e-17
1.444499999999999895e+00 1.738375999999999940e-16 3.050202600000000265e-17
1.448730000000000073e+00 2.226266199999999978e-16 3.578681200000000158e-17
1.452960000000000029e+00 1.981883200000000036e-16 3.727804999999999864e-17
1.457179999999999920e+00 3.224562200000000078e-16 2.902319999999999822e-17
1.461400000000000032e+00 2.695283200000000200e-16 1.275646200000000025e-16
1.465619999999999923e+00 2.460957400000000229e-16 7.759762000000001558e-17
1.469829999999999970e+00 2.986164800000000016e-16 7.776408000000001031e-17
1.474029999999999951e+00 2.505066400000000154e-16 9.035994000000001378e-17
1.478229999999999933e+00 2.245852800000000284e-16 5.616470600000000760e-17
1.482429999999999914e+00 4.034845400000000216e-16 1.729177200000000050e-17
1.486620000000000053e+00 2.852399400000000368e-16 1.282931000000000188e-16
1.490799999999999903e+00 3.597612400000000256e-16 6.953910000000000617e-17
1.494979999999999976e+00 3.730206199999999820e-16 5.691134000000000212e-17
1.499160000000000048e+00 5.128626800000000256e-16 8.276020000000001358e-17
1.503330000000000055e+00 6.926592000000000437e-16 3.098296200000000538e-17
1.507489999999999997e+00 5.941520000000000352e-16 1.282374200000000102e-16
1.511649999999999938e+00 7.444938000000000991e-16 1.093311600000000067e-16
1.515800000000000036e+00 8.300437999999999805e-16 5.069838000000000494e-17
1.519949999999999912e+00 7.376092000000001134e-16 1.324586600000000064e-16
1.524089999999999945e+00 9.588269999999999903e-16 9.376628000000000979e-17
1.528229999999999977e+00 1.224617799999999970e-15 5.561782400000000676e-17
1.532359999999999944e+00 1.249604200000000064e-15 7.980452000000000960e-17
1.536480000000000068e+00 1.357466800000000130e-15 9.448199999999999384e-17
1.540599999999999969e+00 1.670707400000000158e-15 1.192213200000000262e-16
1.544710000000000027e+00 1.850565400000000052e-15 8.002202000000001017e-17
1.548820000000000086e+00 1.802819800000000407e-15 1.602122400000000099e-16
1.552920000000000078e+00 1.979760399999999975e-15 1.510726000000000076e-16
1.557020000000000071e+00 2.089067200000000350e-15 7.072926000000000262e-17
1.561109999999999998e+00 2.255840400000000312e-15 1.712664600000000164e-16
1.565190000000000081e+00 2.365576400000000327e-15 1.226317199999999938e-16
1.569260000000000099e+00 2.766379600000000268e-15 6.999846000000000956e-17
1.573339999999999961e+00 2.843322400000000182e-15 7.798738000000001435e-17
1.577399999999999913e+00 2.889942800000000067e-15 1.402492200000000282e-16
1.581460000000000088e+00 2.980219800000000567e-15 8.227532000000000726e-17
1.585509999999999975e+00 3.022507599999999921e-15 1.359264800000000145e-16
1.589550000000000018e+00 2.885035999999999969e-15 1.257190599999999964e-16
1.593590000000000062e+00 2.738261200000000225e-15 1.768489600000000189e-16
1.597630000000000106e+00 2.416175600000000149e-15 1.234982400000000064e-16
1.601650000000000018e+00 2.078836000000000398e-15 1.445284600000000097e-16
1.605669999999999931e+00 1.760897400000000150e-15 3.866419200000000190e-17
1.609690000000000065e+00 1.136724600000000020e-15 1.192323400000000143e-16
1.613690000000000069e+00 9.884360000000000736e-16 1.376113800000000046e-16
1.617699999999999916e+00 6.294624000000000380e-16 2.426859199999999817e-17
1.621690000000000076e+00 5.725440999999999824e-16 4.221176200000000528e-17
1.625680000000000014e+00 5.466128799999999957e-16 6.312836000000000172e-17
1.629660000000000108e+00 4.871425799999999925e-16 1.521386399999999915e-16
1.633629999999999916e+00 3.465813200000000120e-16 5.387370599999999722e-18
1.637599999999999945e+00 3.016266799999999888e-16 3.792225600000000342e-17
1.641559999999999908e+00 4.674840600000000140e-16 2.858738800000000521e-17
1.645520000000000094e+00 2.619181400000000135e-16 1.006926399999999958e-16
1.649469999999999992e+00 3.815095000000000514e-16 4.838737000000000109e-17
1.653410000000000046e+00 5.703116800000000841e-16 6.231578000000000292e-17
1.657350000000000101e+00 4.934651599999999936e-16 2.091265399999999901e-17
1.661270000000000024e+00 5.379407199999999893e-16 5.525584600000000056e-17
1.665200000000000014e+00 3.804718800000000537e-16 6.761292000000000738e-17
1.669110000000000094e+00 3.077033399999999908e-16 2.110898400000000234e-17
1.673019999999999952e+00 1.165596999999999946e-16 8.413596000000001002e-17
1.676919999999999966e+00 2.854087200000000206e-16 3.303540800000000136e-17
1.680819999999999981e+00 3.864835800000000168e-16 7.664584000000000754e-17
1.684709999999999930e+00 3.760238600000000390e-16 3.226012199999999835e-17
1.688590000000000035e+00 4.530130599999999806e-16 4.414687400000000078e-17
1.692469999999999919e+00 4.554270200000000306e-16 6.772080000000001023e-17
1.696339999999999959e+00 4.407269200000000267e-16 1.219374600000000041e-16
1.700199999999999934e+00 3.659017000000000288e-16 2.310522800000000110e-17
